Arquivo,Deputado,Autor,Assunto,Data_Criacao,Data_Moficacao 
ESB 158 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Laercio Oliveira,Amanda Galvão Ferreira Tabosa,,D:20170424070707-07'00',D:20170424070707-07'00'
ESB 159 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Laercio Oliveira,Amanda Galvão Ferreira Tabosa,,D:20170424070716-07'00',D:20170424070716-07'00'
ESB 160 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Valdir Colatto,Ivanete de Araujo Costa,EMD ADI - Emenda Aditiva,D:20170424070823-07'00',D:20170424070823-07'00'
ESB 161 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Valdir Colatto,Lucia Pedroso de Moraes,,D:20170424070850-07'00',D:20170424070850-07'00'
ESB 162 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Valdir Colatto,admin,,D:20170424070859-07'00',D:20170424070859-07'00'
ESB 163 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Valdir Colatto,Adrelina da Silva Carvalho,EMD ADI - Emenda Aditiva,D:20170425064142-07'00',D:20170425064142-07'00'
ESB 164 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Valdir Colatto,admin,,D:20170425064150-07'00',D:20170425064150-07'00'
ESB 165 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Valdir Colatto,Ricardo de Saboya Rocha Miranda,,D:20170425064159-07'00',D:20170425064159-07'00'
ESB 166 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Assis Melo,Administrador,,D:20170425064354-07'00',D:20170425064354-07'00'
ESB 167 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Assis Melo,Administrador,,D:20170425064506-07'00',D:20170425064506-07'00'
ESB 168 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Assis Melo,Administrador,,D:20170425064515-07'00',D:20170425064515-07'00'
ESB 169 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Assis Melo,Administrador,,D:20170425064524-07'00',D:20170425064524-07'00'
ESB 170 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Assis Melo,Administrador,,D:20170425064533-07'00',D:20170425064533-07'00'
ESB 171 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Assis Melo,Administrador,,D:20170425064542-07'00',D:20170425064542-07'00'
ESB 172 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Valdir Colatto,Bruno Da Silva Vasconcelos,,D:20170425064600-07'00',D:20170425064600-07'00'
ESB 173 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Valdir Colatto,rogerio.santos,,D:20170425064618-07'00',D:20170425064618-07'00'
ESB 174 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Valdir Colatto,rogerio.santos,,D:20170425064627-07'00',D:20170425064627-07'00'
ESB 175 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Renata Abreu,Gabrielle Do Nascimento Fernandes,,D:20170425064636-07'00',D:20170425064636-07'00'
ESB 176 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Paulo Pereira da Silva,,,D:20170425064644-07'00',D:20170425064644-07'00'
ESB 177 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Paulo Pereira da Silva,,,D:20170425064653-07'00',D:20170425064653-07'00'
ESB 178 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Paulo Pereira da Silva,,,D:20170425061921-07'00',D:20170425061921-07'00'
ESB 179 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Paulo Pereira da Silva,,,D:20170425061930-07'00',D:20170425061930-07'00'
ESB 180 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Patrus Ananias,P_5327,PP - Parecer a Proposição,D:20170425061939-07'00',D:20170425061939-07'00'
ESB 181 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Patrus Ananias,P_5327,PP - Parecer a Proposição,D:20170425061948-07'00',D:20170425061948-07'00'
ESB 182 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Patrus Ananias,P_5327,PP - Parecer a Proposição,D:20170425061957-07'00',D:20170425061957-07'00'
ESB 183 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Hissa Abrahão,Prodasen,,D:20170425062006-07'00',D:20170425062006-07'00'
ESB 184 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Hissa Abrahão,Prodasen,,D:20170425062015-07'00',D:20170425062015-07'00'
ESB 185 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Hissa Abrahão,Prodasen,,D:20170425062024-07'00',D:20170425062024-07'00'
ESB 186 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Hissa Abrahão,Prodasen,,D:20170425062033-07'00',D:20170425062033-07'00'
ESB 187 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Hissa Abrahão,Prodasen,,D:20170425062050-07'00',D:20170425062050-07'00'
ESB 188 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Hissa Abrahão,Prodasen,,D:20170425062059-07'00',D:20170425062059-07'00'
ESB 189 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Hissa Abrahão,Prodasen,,D:20170425062108-07'00',D:20170425062108-07'00'
ESB 190 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Hissa Abrahão,Prodasen,,D:20170425062117-07'00',D:20170425062117-07'00'
ESB 191 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Hissa Abrahão,Prodasen,,D:20170425062126-07'00',D:20170425062126-07'00'
ESB 192 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Eli Corrêa Filho,,,D:20170425062135-07'00',D:20170425062135-07'00'
ESB 193 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Sergio Vidigal,Prodasen,,D:20170425062144-07'00',D:20170425062144-07'00'
ESB 194 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Sergio Vidigal,MOD.CONLE.ST 2848/2017 - P_8057 - Tania Marcia Oliveira de Andrade,EMD ADI - Emenda Aditiva,D:20170425062153-07'00',D:20170425062153-07'00'
ESB 195 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Sergio Vidigal,P_113101,,D:20170425062201-07'00',D:20170425062201-07'00'
ESB 196 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Sergio Vidigal,P_113101,,D:20170425062210-07'00',D:20170425062210-07'00'
ESB 197 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Sergio Vidigal,Prodasen,,D:20170425062219-07'00',D:20170425062219-07'00'
ESB 198 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Sergio Vidigal,Prodasen,,D:20170425062228-07'00',D:20170425062228-07'00'
ESB 199 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Sergio Vidigal,Prodasen,,D:20170425062237-07'00',D:20170425062237-07'00'
ESB 200 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Sergio Vidigal,Prodasen,,D:20170425062246-07'00',D:20170425062246-07'00'
ESB 201 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Sergio Vidigal,Prodasen,,D:20170425062255-07'00',D:20170425062255-07'00'
ESB 202 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Sergio Vidigal,Prodasen,,D:20170425062304-07'00',D:20170425062304-07'00'
ESB 203 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Sergio Vidigal,Prodasen,,D:20170425062313-07'00',D:20170425062313-07'00'
ESB 204 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Sergio Vidigal,Prodasen,,D:20170425062321-07'00',D:20170425062321-07'00'
ESB 205 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Sergio Vidigal,Prodasen,,D:20170425062330-07'00',D:20170425062330-07'00'
ESB 206 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Sergio Vidigal,Prodasen,,D:20170425062339-07'00',D:20170425062339-07'00'
ESB 207 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Assis Melo,Administrador,,D:20170425062348-07'00',D:20170425062348-07'00'
ESB 208 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Assis Melo,Administrador,,D:20170425062357-07'00',D:20170425062357-07'00'
ESB 209 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Assis Melo,Administrador,,D:20170425062406-07'00',D:20170425062406-07'00'
ESB 210 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Assis Melo,Administrador,,D:20170425062415-07'00',D:20170425062415-07'00'
ESB 211 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Assis Melo,Administrador,,D:20170425062424-07'00',D:20170425062424-07'00'
ESB 212 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Assis Melo,Administrador,,D:20170425062433-07'00',D:20170425062433-07'00'
ESB 213 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Assis Melo,Administrador,,D:20170425062451-07'00',D:20170425062451-07'00'
ESB 214 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Assis Melo,Administrador,,D:20170425062500-07'00',D:20170425062500-07'00'
ESB 215 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Assis Melo,Administrador,,D:20170425062509-07'00',D:20170425062509-07'00'
ESB 216 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Assis Melo,Ivanete Alves Oliveira,,D:20170425062518-07'00',D:20170425062518-07'00'
ESB 217 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Assis Melo,Administrador,,D:20170425062527-07'00',D:20170425062527-07'00'
ESB 218 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Wadih Damous,Volia Cassar,,D:20170425062536-07'00',D:20170425062536-07'00'
ESB 219 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Wadih Damous,MOD.CONLE.ST 2593/2017 - P_5675 - Beatriz Rezende Marques Costa,EMD ADI - Emenda Aditiva,D:20170425062545-07'00',D:20170425062545-07'00'
ESB 220 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Wadih Damous,MOD.CONLE.ST 2593/2017 - P_5675 - Beatriz Rezende Marques Costa,EMD ADI - Emenda Aditiva,D:20170425062553-07'00',D:20170425062553-07'00'
ESB 221 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Wadih Damous,Volia Cassar,,D:20170425062611-07'00',D:20170425062611-07'00'
ESB 222 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Wadih Damous,Volia Cassar,,D:20170425062621-07'00',D:20170425062621-07'00'
ESB 223 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Wadih Damous,Volia Cassar,,D:20170425062629-07'00',D:20170425062629-07'00'
ESB 224 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Wadih Damous,MOD.CONLE.ST 2593/2017 - P_5675 - Beatriz Rezende Marques Costa,EMD ADI - Emenda Aditiva,D:20170425062638-07'00',D:20170425062638-07'00'
ESB 225 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Wadih Damous,MOD.CONLE.ST 2593/2017 - P_5675 - Beatriz Rezende Marques Costa,EMD ADI - Emenda Aditiva,D:20170425060846-07'00',D:20170425060846-07'00'
ESB 226 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Wadih Damous,Volia Cassar,,D:20170425060854-07'00',D:20170425060854-07'00'
ESB 227 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Wadih Damous,MOD.CONLE.ST 2593/2017 - P_5675 - Beatriz Rezende Marques Costa,EMD ADI - Emenda Aditiva,D:20170425060902-07'00',D:20170425060902-07'00'
ESB 228 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Wadih Damous,MOD.CONLE.ST 2593/2017 - P_5675 - Beatriz Rezende Marques Costa,EMD ADI - Emenda Aditiva,D:20170425060910-07'00',D:20170425060910-07'00'
ESB 229 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Wadih Damous,Volia Cassar,,D:20170425060918-07'00',D:20170425060918-07'00'
ESB 230 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Wadih Damous,MOD.CONLE.ST 2593/2017 - P_5675 - Beatriz Rezende Marques Costa,EMD ADI - Emenda Aditiva,D:20170425060926-07'00',D:20170425060926-07'00'
ESB 231 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Wadih Damous,Volia Cassar,,D:20170425060934-07'00',D:20170425060934-07'00'
ESB 232 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Wadih Damous,MOD.CONLE.ST 2593/2017 - P_5675 - Beatriz Rezende Marques Costa,EMD ADI - Emenda Aditiva,D:20170425060942-07'00',D:20170425060942-07'00'
ESB 233 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Wadih Damous,MOD.CONLE.ST 2593/2017 - P_5675 - Beatriz Rezende Marques Costa,EMD ADI - Emenda Aditiva,D:20170425060958-07'00',D:20170425060958-07'00'
ESB 234 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Wadih Damous,MOD.CONLE.ST 2593/2017 - P_5675 - Beatriz Rezende Marques Costa,EMD ADI - Emenda Aditiva,D:20170425061006-07'00',D:20170425061006-07'00'
ESB 235 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Wadih Damous,Volia Cassar,,D:20170425061014-07'00',D:20170425061014-07'00'
ESB 236 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Wadih Damous,Volia Cassar,,D:20170425061022-07'00',D:20170425061022-07'00'
ESB 237 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Wadih Damous,Volia Cassar,,D:20170425061030-07'00',D:20170425061030-07'00'
ESB 238 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Wadih Damous,MOD.CONLE.ST 2593/2017 - P_5675 - Beatriz Rezende Marques Costa,EMD ADI - Emenda Aditiva,D:20170425061038-07'00',D:20170425061038-07'00'
ESB 239 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Wadih Damous,MOD.CONLE.ST 2593/2017 - P_5675 - Beatriz Rezende Marques Costa,EMD ADI - Emenda Aditiva,D:20170425061047-07'00',D:20170425061047-07'00'
ESB 240 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Wadih Damous,MOD.CONLE.ST 2593/2017 - P_5675 - Beatriz Rezende Marques Costa,EMD ADI - Emenda Aditiva,D:20170425061055-07'00',D:20170425061055-07'00'
ESB 241 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Wadih Damous,MOD.CONLE.ST 2593/2017 - P_5675 - Beatriz Rezende Marques Costa,EMD ADI - Emenda Aditiva,D:20170425061103-07'00',D:20170425061103-07'00'
ESB 242 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Wadih Damous,MOD.CONLE.ST 2593/2017 - P_5675 - Beatriz Rezende Marques Costa,EMD ADI - Emenda Aditiva,D:20170425061111-07'00',D:20170425061111-07'00'
ESB 243 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Wadih Damous,Volia Cassar,,D:20170425061118-07'00',D:20170425061118-07'00'
ESB 244 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Wadih Damous,Volia Cassar,,D:20170425061127-07'00',D:20170425061127-07'00'
ESB 245 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Luiza Erundina,Prodasen,,D:20170425061135-07'00',D:20170425061135-07'00'
ESB 246 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Chico Alencar,Prodasen,,D:20170425061143-07'00',D:20170425061143-07'00'
ESB 247 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Chico Alencar,Prodasen,,D:20170425061151-07'00',D:20170425061151-07'00'
ESB 248 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Chico Alencar,Prodasen,,D:20170425061159-07'00',D:20170425061159-07'00'
ESB 249 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Chico Alencar,Prodasen,,D:20170425061215-07'00',D:20170425061215-07'00'
ESB 250 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Chico Alencar,Prodasen,,D:20170425061223-07'00',D:20170425061223-07'00'
ESB 251 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Chico Alencar,Prodasen,,D:20170425061231-07'00',D:20170425061231-07'00'
ESB 252 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Chico Alencar,Prodasen,,D:20170425061239-07'00',D:20170425061239-07'00'
ESB 253 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Chico Alencar,Prodasen,,D:20170425061247-07'00',D:20170425061247-07'00'
ESB 254 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Chico Alencar,Prodasen,,D:20170425061255-07'00',D:20170425061255-07'00'
ESB 255 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Chico Alencar,Prodasen,,D:20170425061303-07'00',D:20170425061303-07'00'
ESB 256 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Chico Alencar,Prodasen,,D:20170425061324-07'00',D:20170425061324-07'00'
ESB 257 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Chico Alencar,Prodasen,,D:20170425061332-07'00',D:20170425061332-07'00'
ESB 258 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Chico Alencar,Prodasen,,D:20170425061340-07'00',D:20170425061340-07'00'
ESB 259 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Chico Alencar,Prodasen,,D:20170425061348-07'00',D:20170425061348-07'00'
ESB 260 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Chico Alencar,Prodasen,,D:20170425061356-07'00',D:20170425061356-07'00'
ESB 261 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Chico Alencar,Prodasen,,D:20170425061405-07'00',D:20170425061405-07'00'
ESB 262 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Chico Alencar,Prodasen,,D:20170425061413-07'00',D:20170425061413-07'00'
ESB 263 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Chico Alencar,Prodasen,,D:20170425061421-07'00',D:20170425061421-07'00'
ESB 264 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Chico Alencar,Prodasen,,D:20170425061428-07'00',D:20170425061428-07'00'
ESB 265 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Chico Alencar,Prodasen,,D:20170425061436-07'00',D:20170425061436-07'00'
ESB 266 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Chico Alencar,Prodasen,,D:20170425061445-07'00',D:20170425061445-07'00'
ESB 267 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Chico Alencar,Prodasen,,D:20170425061453-07'00',D:20170425061453-07'00'
ESB 268 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Wadih Damous,Volia Cassar,,D:20170425061501-07'00',D:20170425061501-07'00'
ESB 269 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Sergio Vidigal,Prodasen,,D:20170425061517-07'00',D:20170425061517-07'00'
ESB 270 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Sergio Vidigal,Prodasen,,D:20170425061525-07'00',D:20170425061525-07'00'
ESB 271 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Sergio Vidigal,Prodasen,,D:20170425061533-07'00',D:20170425061533-07'00'
ESB 272 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Sergio Vidigal,Prodasen,,D:20170425061541-07'00',D:20170425061541-07'00'
ESB 273 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Sergio Vidigal,Prodasen,,D:20170425061549-07'00',D:20170425061549-07'00'
ESB 274 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Sergio Vidigal,Prodasen,,D:20170425061557-07'00',D:20170425061557-07'00'
ESB 275 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Sergio Vidigal,Prodasen,,D:20170425061605-07'00',D:20170425061605-07'00'
ESB 276 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Sergio Vidigal,Prodasen,,D:20170425061613-07'00',D:20170425061613-07'00'
ESB 277 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Sergio Vidigal,Prodasen,,D:20170425061621-07'00',D:20170425061621-07'00'
ESB 278 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Sergio Vidigal,Prodasen,,D:20170425061629-07'00',D:20170425061629-07'00'
ESB 279 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Goulart,Izar,,D:20170425061637-07'00',D:20170425061637-07'00'
ESB 280 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Orlando Silva,User,,D:20170425061645-07'00',D:20170425061645-07'00'
ESB 281 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Orlando Silva,User,,D:20170425061653-07'00',D:20170425061653-07'00'
ESB 282 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Orlando Silva,User,,D:20170425061701-07'00',D:20170425061701-07'00'
ESB 283 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Orlando Silva,User,,D:20170425061709-07'00',D:20170425061709-07'00'
ESB 284 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Orlando Silva,User,,D:20170425061717-07'00',D:20170425061717-07'00'
ESB 285 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Orlando Silva,User,,D:20170425061725-07'00',D:20170425061725-07'00'
ESB 286 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Orlando Silva,User,,D:20170425061733-07'00',D:20170425061733-07'00'
ESB 287 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Orlando Silva,User,,D:20170425061741-07'00',D:20170425061741-07'00'
ESB 288 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Professora Dorinha Seabra Rezende,MOD.CONLE.ST 4764/2017 - P_6736 - Davi Ribeiro de Oliveira Júnior,EMD ADI - Emenda Aditiva,D:20170425061749-07'00',D:20170425061749-07'00'
ESB 289 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Professora Dorinha Seabra Rezende,MOD.CONLE.ST 4996/2017 - P_6736 - Davi Ribeiro de Oliveira Júnior,EMD ADI - Emenda Aditiva,D:20170425061758-07'00',D:20170425061758-07'00'
ESB 290 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Professora Dorinha Seabra Rezende,MOD.CONLE.ST 4995/2017 - P_6736 - Davi Ribeiro de Oliveira Júnior,EMD ADI - Emenda Aditiva,D:20170425061806-07'00',D:20170425061806-07'00'
ESB 291 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Professora Dorinha Seabra Rezende,Alex Ribeiro Oliveira Santos,,D:20170425061814-07'00',D:20170425061814-07'00'
ESB 292 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Jerônimo Goergen,,,D:20170425061822-07'00',D:20170425061822-07'00'
ESB 293 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Jerônimo Goergen,,,D:20170425061830-07'00',D:20170425061830-07'00'
ESB 294 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Jerônimo Goergen,,,D:20170425061838-07'00',D:20170425061838-07'00'
ESB 295 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Jerônimo Goergen,,,D:20170425060349-07'00',D:20170425060349-07'00'
ESB 296 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Jerônimo Goergen,,,D:20170425060358-07'00',D:20170425060358-07'00'
ESB 297 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Wellington Roberto,,,D:20170425060407-07'00',D:20170425060407-07'00'
ESB 298 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Benedita da Silva,Ivanete de Araujo Costa,EMD ADI - Emenda Aditiva,D:20170425060416-07'00',D:20170425060416-07'00'
ESB 299 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Laercio Oliveira,ELIZABETE AUGUSTA,,D:20170425060424-07'00',D:20170425060424-07'00'
ESB 300 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Laercio Oliveira,ELIZABETE AUGUSTA,,D:20170425060433-07'00',D:20170425060433-07'00'
ESB 301 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Laercio Oliveira,ELIZABETE AUGUSTA,,D:20170425060441-07'00',D:20170425060441-07'00'
ESB 302 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Laercio Oliveira,ELIZABETE AUGUSTA,,D:20170425060449-07'00',D:20170425060449-07'00'
ESB 303 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Laercio Oliveira,ELIZABETE AUGUSTA,,D:20170425060457-07'00',D:20170425060457-07'00'
ESB 304 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Benedita da Silva,Ivanete de Araujo Costa,EMD ADI - Emenda Aditiva,D:20170425060523-07'00',D:20170425060523-07'00'
ESB 305 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Goulart,Izar,,D:20170424072119-07'00',D:20170424072119-07'00'
ESB 306 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Goulart,Izar,,D:20170424072128-07'00',D:20170424072128-07'00'
ESB 307 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Goulart,Izar,,D:20170424072137-07'00',D:20170424072137-07'00'
ESB 308 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Goulart,Izar,,D:20170424072146-07'00',D:20170424072146-07'00'
ESB 309 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Toninho Wandscheer,P_116669,,D:20170424072155-07'00',D:20170424072155-07'00'
ESB 310 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Toninho Wandscheer,P_116669,,D:20170424072204-07'00',D:20170424072204-07'00'
ESB 311 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Toninho Wandscheer,P_116669,,D:20170424072213-07'00',D:20170424072213-07'00'
ESB 312 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Toninho Wandscheer,P_116669,,D:20170424072222-07'00',D:20170424072222-07'00'
ESB 313 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Toninho Wandscheer,P_116669,,D:20170424072231-07'00',D:20170424072231-07'00'
ESB 314 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Toninho Wandscheer,P_116669,,D:20170424072239-07'00',D:20170424072239-07'00'
ESB 315 PL678716 =- SBT 1 PL678716 =- PL 6787-2016.pdf,Marinaldo Rosendo,MOD.CONLE.ST 2452/2017 - P_6736 - Davi Ribeiro de Oliveira Júnior,EMD ADI - Emenda Aditiva,D:20170424072248-07'00',D:20170424072248-07'00'
